Date,Moon,Sun,Mercury,Venus,Mars,Jupiter,Saturn,Uranus,Neptune,Pluto,DateSort
27-07-2010,Aquarius,Leo,Leo,Virgo,Virgo,Aries ,Libra,Aries ,Aquarius ,Capricorn ,2010-07-27
28-07-2010,Aquarius,Leo,Virgo,Virgo,Virgo,Aries ,Libra,Aries ,Aquarius ,Capricorn ,2010-07-28
29-07-2010,Pisces,Leo,Virgo,Virgo,Virgo,Aries ,Libra,Aries ,Aquarius ,Capricorn ,2010-07-29
30-07-2010,Pisces,Leo,Virgo,Virgo,Virgo,Aries ,Libra,Aries ,Aquarius ,Capricorn ,2010-07-30
31-07-2010,Aries,Leo,Virgo,Virgo,Virgo,Aries ,Libra,Aries ,Aquarius ,Capricorn ,2010-07-31
01-08-2010,Aries,Leo,Virgo,Virgo,Virgo,Aries ,Libra,Aries ,Aquarius ,Capricorn ,2010-08-01
02-08-2010,Aries,Leo,Virgo,Virgo,Virgo,Aries ,Libra,Aries ,Aquarius ,Capricorn ,2010-08-02
03-08-2010,Taurusu,Leo,Virgo,Virgo,Virgo,Aries ,Libra,Aries ,Aquarius ,Capricorn ,2010-08-03
04-08-2010,Taurusu,Leo,Virgo,Virgo,Virgo,Aries ,Libra,Aries ,Aquarius ,Capricorn ,2010-08-04
05-08-2010,Gemini,Leo,Virgo,Virgo,Virgo,Aries ,Libra,Aries ,Aquarius ,Capricorn ,2010-08-05
06-08-2010,Gemini,Leo,Virgo,Virgo,Virgo,Aries ,Libra,Aries ,Aquarius ,Capricorn ,2010-08-06
07-08-2010,Cancer,Leo,Virgo,,Virgo,Aries ,Libra,Aries ,Aquarius ,Capricorn ,2010-08-07
08-08-2010,Cancer,Leo,Virgo,Libra,Virgo,Aries ,Libra,Aries ,Aquarius ,Capricorn ,2010-08-08
09-08-2010,Cancer,Leo,Virgo,Libra,Virgo,Aries ,Libra,Aries ,Aquarius ,Capricorn ,2010-08-09
10-08-2010,Leo,Leo,Virgo,Libra,Virgo,Aries ,Libra,Aries ,Aquarius ,Capricorn ,2010-08-10
11-08-2010,Leo,Leo,Virgo,Libra,Virgo,Aries ,Libra,Aries ,Aquarius ,Capricorn ,2010-08-11
12-08-2010,Virgo,Leo,Virgo,Libra,Virgo,Aries ,Libra,Aries ,Aquarius ,Capricorn ,2010-08-12
13-08-2010,Virgo,Leo,Virgo,Libra,Virgo,Aries ,Libra,Aries ,Aquarius ,Capricorn ,2010-08-13
14-08-2010,Libra,Leo,Virgo,Libra,Virgo,Aries ,Libra,,Aquarius ,Capricorn ,2010-08-14
15-08-2010,Libra,Leo,Virgo,Libra,Virgo,Aries ,Libra,Pisces ,Aquarius ,Capricorn ,2010-08-15
16-08-2010,Scorpio,Leo,Virgo,Libra,Virgo,Aries ,Libra,Pisces ,Aquarius ,Capricorn ,2010-08-16
17-08-2010,Scorpio,Leo,Virgo,Libra,Virgo,Aries ,Libra,Pisces ,Aquarius ,Capricorn ,2010-08-17
18-08-2010,Sagittarius,Leo,Virgo,Libra,Virgo,Aries ,Libra,Pisces ,Aquarius ,Capricorn ,2010-08-18
19-08-2010,Sagittarius,Leo,Virgo,Libra,Virgo,Aries ,Libra,Pisces ,Aquarius ,Capricorn ,2010-08-19
20-08-2010,Capricorn,Leo,,Libra,Virgo,Aries ,Libra,Pisces ,Aquarius ,Capricorn ,2010-08-20
21-08-2010,Capricorn,Leo,Virgo,Libra,Virgo,Aries ,Libra,Pisces ,Aquarius ,Capricorn ,2010-08-21
22-08-2010,Capricorn,Leo,Virgo,Libra,Virgo,Aries ,Libra,Pisces ,Aquarius ,Capricorn ,2010-08-22
23-08-2010,Aquarius,Leo,Virgo,Libra,Virgo,Aries ,Libra,Pisces ,Aquarius ,Capricorn ,2010-08-23
24-08-2010,Aquarius,Virgo,Virgo,Libra,Virgo,Aries ,Libra,Pisces ,Aquarius ,Capricorn ,2010-08-24
25-08-2010,Pisces,Virgo,Virgo,Libra,Virgo,Aries ,Libra,Pisces ,Aquarius ,Capricorn ,2010-08-25
26-08-2010,Pisces,Virgo,Virgo,Libra,Virgo,Aries ,Libra,Pisces ,Aquarius ,Capricorn ,2010-08-26
27-08-2010,Pisces,Virgo,Virgo,Libra,Virgo,Aries ,Libra,Pisces ,Aquarius ,Capricorn ,2010-08-27
28-08-2010,Aries,Virgo,Virgo,Libra,Virgo,Aries ,Libra,Pisces ,Aquarius ,Capricorn ,2010-08-28
29-08-2010,Aries,Virgo,Virgo,Libra,Virgo,Aries ,Libra,Pisces ,Aquarius ,Capricorn ,2010-08-29
30-08-2010,Taurusu,Virgo,Virgo,Libra,,Aries ,Libra,Pisces ,Aquarius ,Capricorn ,2010-08-30
31-08-2010,Taurusu,Virgo,Virgo,Libra,Libra,Aries ,Libra,Pisces ,Aquarius ,Capricorn ,2010-08-31
01-09-2010,Taurusu,Virgo,Virgo,Libra,Libra,Aries ,Libra,Pisces ,Aquarius ,Capricorn ,2010-09-01
02-09-2010,Gemini,Virgo,Virgo,Libra,Libra,Aries ,Libra,Pisces ,Aquarius ,Capricorn ,2010-09-02
03-09-2010,Gemini,Virgo,Virgo,Libra,Libra,Aries ,Libra,Pisces ,Aquarius ,Capricorn ,2010-09-03
04-09-2010,Cancer,Virgo,Virgo,Libra,Libra,Aries ,Libra,Pisces ,Aquarius ,Capricorn ,2010-09-04
05-09-2010,Cancer,Virgo,Virgo,Libra,Libra,Aries ,Libra,Pisces ,Aquarius ,Capricorn ,2010-09-05
06-09-2010,Leo,Virgo,Virgo,Libra,Libra,Aries ,Libra,Pisces ,Aquarius ,Capricorn ,2010-09-06
07-09-2010,Leo,Virgo,Virgo,Libra,Libra,Aries ,Libra,Pisces ,Aquarius ,Capricorn ,2010-09-07
08-09-2010,Virgo,Virgo,Virgo,,Libra,Aries ,Libra,Pisces ,Aquarius ,Capricorn ,2010-09-08
09-09-2010,Virgo,Virgo,Virgo,Scorpio,Libra,,Libra,Pisces ,Aquarius ,Capricorn ,2010-09-09
10-09-2010,Libra,Virgo,Virgo,Scorpio,Libra,Pisces ,Libra,Pisces ,Aquarius ,Capricorn ,2010-09-10
11-09-2010,Libra,Virgo,Virgo,Scorpio,Libra,Pisces ,Libra,Pisces ,Aquarius ,Capricorn ,2010-09-11
12-09-2010,Scorpio,Virgo,Virgo,Scorpio,Libra,Pisces ,Libra,Pisces ,Aquarius ,Capricorn ,2010-09-12
13-09-2010,Scorpio,Virgo,,Scorpio,Libra,Pisces ,Libra,Pisces ,Aquarius ,Capricorn ,2010-09-13
14-09-2010,Sagittarius,Virgo,Virgo,Scorpio,Libra,Pisces ,Libra,Pisces ,Aquarius ,Capricorn ,2010-09-14
15-09-2010,Sagittarius,Virgo,Virgo,Scorpio,,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-09-15
16-09-2010,Capricorn,Virgo,Virgo,Scorpio,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-09-16
17-09-2010,Capricorn,Virgo,Virgo,Scorpio,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-09-17
18-09-2010,Capricorn,Virgo,Virgo,Scorpio,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-09-18
19-09-2010,Aquarius,Virgo,Virgo,Scorpio,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-09-19
20-09-2010,Aquarius,Virgo,Virgo,Scorpio,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-09-20
21-09-2010,Pisces,Virgo,Virgo,Scorpio,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-09-21
22-09-2010,Pisces,Virgo,Virgo,Scorpio,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-09-22
23-09-2010,Pisces,Virgo,Virgo,Scorpio,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-09-23
24-09-2010,Aries,Libra,Virgo,Scorpio,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-09-24
25-09-2010,Aries,Libra,Virgo,Scorpio,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-09-25
26-09-2010,Taurusu,Libra,Virgo,Scorpio,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-09-26
27-09-2010,Taurusu,Libra,Virgo,Scorpio,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-09-27
28-09-2010,Taurusu,Libra,Virgo,Scorpio,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-09-28
29-09-2010,Gemini,Libra,Virgo,Scorpio,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-09-29
30-09-2010,Gemini,Libra,Virgo,Scorpio,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-09-30
01-10-2010,Cancer,Libra,Virgo,Scorpio,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-01
02-10-2010,Cancer,Libra,Virgo,Scorpio,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-02
03-10-2010,Leo,Libra,Virgo,Scorpio,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-03
04-10-2010,Leo,Libra,Libra,Scorpio,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-04
05-10-2010,Virgo,Libra,Libra,Scorpio,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-05
06-10-2010,Virgo,Libra,Libra,Scorpio,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-06
07-10-2010,Libra,Libra,Libra,Scorpio,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-07
08-10-2010,Libra,Libra,Libra,Scorpio ,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-08
09-10-2010,Scorpio,Libra,Libra,Scorpio ,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-09
10-10-2010,Scorpio,Libra,Libra,Scorpio ,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-10
11-10-2010,Scorpio,Libra,Libra,Scorpio ,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-11
12-10-2010,Sagittarius,Libra,Libra,Scorpio ,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-12
13-10-2010,Sagittarius,Libra,Libra,Scorpio ,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-13
14-10-2010,Capricorn,Libra,Libra,Scorpio ,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-14
15-10-2010,Capricorn,Libra,Libra,Scorpio ,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-15
16-10-2010,Aquarius,Libra,Libra,Scorpio ,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-16
17-10-2010,Aquarius,Libra,Libra,Scorpio ,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-17
18-10-2010,Aquarius,Libra,Libra,Scorpio ,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-18
19-10-2010,Pisces,Libra,Libra,Scorpio ,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-19
20-10-2010,Pisces,Libra,Libra,Scorpio ,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-20
21-10-2010,Aries,Libra,Scorpio,Scorpio ,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-21
22-10-2010,Aries,Libra,Scorpio,Scorpio ,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-22
23-10-2010,Aries,Libra,Scorpio,Scorpio ,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-23
24-10-2010,Taurusu,Scorpio,Scorpio,Scorpio ,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-24
25-10-2010,Taurusu,Scorpio,Scorpio,Scorpio ,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-25
26-10-2010,Gemini,Scorpio,Scorpio,Scorpio ,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-26
27-10-2010,Gemini,Scorpio,Scorpio,Scorpio ,Scorpio,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-27
28-10-2010,Cancer,Scorpio,Scorpio,Scorpio ,,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-28
29-10-2010,Cancer,Scorpio,Scorpio,Scorpio ,Sagittarius,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-29
30-10-2010,Cancer,Scorpio,Scorpio,Scorpio ,Sagittarius,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-30
31-10-2010,Leo,Scorpio,Scorpio,Scorpio ,Sagittarius,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-10-31
01-11-2010,Leo,Scorpio,Scorpio,Scorpio ,Sagittarius,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-11-01
02-11-2010,Virgo,Scorpio,Scorpio,Scorpio ,Sagittarius,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-11-02
03-11-2010,Virgo,Scorpio,Scorpio,Scorpio ,Sagittarius,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-11-03
04-11-2010,Libra,Scorpio,Scorpio,Scorpio ,Sagittarius,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-11-04
05-11-2010,Libra,Scorpio,Scorpio,Scorpio ,Sagittarius,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-11-05
06-11-2010,Scorpio,Scorpio,Scorpio,Scorpio ,Sagittarius,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-11-06
07-11-2010,Scorpio,Scorpio,Scorpio,Scorpio ,Sagittarius,Pisces ,Libra,Pisces ,Aquarius ,Capricorn,2010-11-07
08-11-2010,Sagittarius,Scorpio,Scorpio,,Sagittarius,Pisces ,Libra,Pisces ,Aquarius,Capricorn,2010-11-08
09-11-2010,Sagittarius,Scorpio,Scorpio,Libra ,Sagittarius,Pisces ,Libra,Pisces ,Aquarius,Capricorn,2010-11-09
10-11-2010,Capricorn,Scorpio,Sagittarius,Libra ,Sagittarius,Pisces ,Libra,Pisces ,Aquarius,Capricorn,2010-11-10
11-11-2010,Capricorn,Scorpio,Sagittarius,Libra ,Sagittarius,Pisces ,Libra,Pisces ,Aquarius,Capricorn,2010-11-11
12-11-2010,Aquarius,Scorpio,Sagittarius,Libra ,Sagittarius,Pisces ,Libra,Pisces ,Aquarius,Capricorn,2010-11-12
13-11-2010,Aquarius,Scorpio,Sagittarius,Libra ,Sagittarius,Pisces ,Libra,Pisces ,Aquarius,Capricorn,2010-11-13
14-11-2010,Aquarius,Scorpio,Sagittarius,Libra ,Sagittarius,Pisces ,Libra,Pisces ,Aquarius,Capricorn,2010-11-14
15-11-2010,Pisces,Scorpio,Sagittarius,Libra ,Sagittarius,Pisces ,Libra,Pisces ,Aquarius,Capricorn,2010-11-15
16-11-2010,Pisces,Scorpio,Sagittarius,Libra ,Sagittarius,Pisces ,Libra,Pisces ,Aquarius,Capricorn,2010-11-16
17-11-2010,Aries,Scorpio,Sagittarius,Libra ,Sagittarius,Pisces ,Libra,Pisces ,Aquarius,Capricorn,2010-11-17
18-11-2010,Aries,Scorpio,Sagittarius,Libra ,Sagittarius,Pisces ,Libra,Pisces ,Aquarius,Capricorn,2010-11-18
19-11-2010,Aries,Scorpio,Sagittarius,Libra,Sagittarius,Pisces,Libra,Pisces ,Aquarius,Capricorn,2010-11-19
20-11-2010,Taurusu,Scorpio,Sagittarius,Libra,Sagittarius,Pisces,Libra,Pisces ,Aquarius,Capricorn,2010-11-20
21-11-2010,Taurusu,Scorpio,Sagittarius,Libra,Sagittarius,Pisces,Libra,Pisces ,Aquarius,Capricorn,2010-11-21
22-11-2010,Gemini,Scorpio,Sagittarius,Libra,Sagittarius,Pisces,Libra,Pisces ,Aquarius,Capricorn,2010-11-22
23-11-2010,Gemini,Sagittarius,Sagittarius,Libra,Sagittarius,Pisces,Libra,Pisces ,Aquarius,Capricorn,2010-11-23
24-11-2010,Gemini,Sagittarius,Sagittarius,Libra,Sagittarius,Pisces,Libra,Pisces ,Aquarius,Capricorn,2010-11-24
25-11-2010,Cancer,Sagittarius,Sagittarius,Libra,Sagittarius,Pisces,Libra,Pisces ,Aquarius,Capricorn,2010-11-25
26-11-2010,Cancer,Sagittarius,Sagittarius,Libra,Sagittarius,Pisces,Libra,Pisces ,Aquarius,Capricorn,2010-11-26
27-11-2010,Leo,Sagittarius,Sagittarius,Libra,Sagittarius,Pisces,Libra,Pisces ,Aquarius,Capricorn,2010-11-27
28-11-2010,Leo,Sagittarius,Sagittarius,Libra,Sagittarius,Pisces,Libra,Pisces ,Aquarius,Capricorn,2010-11-28
29-11-2010,Virgo,Sagittarius,Sagittarius,Libra,Sagittarius,Pisces,Libra,Pisces ,Aquarius,Capricorn,2010-11-29
30-11-2010,Virgo,Sagittarius,Sagittarius,,Sagittarius,Pisces,Libra,Pisces ,Aquarius,Capricorn,2010-11-30
01-12-2010,Libra,Sagittarius,Sagittarius,Scorpio,Sagittarius,Pisces,Libra,Pisces ,Aquarius,Capricorn,2010-12-01
02-12-2010,Libra,Sagittarius,Capricorn,Scorpio,Sagittarius,Pisces,Libra,Pisces ,Aquarius,Capricorn,2010-12-02
03-12-2010,Scorpio,Sagittarius,Capricorn,Scorpio,Sagittarius,Pisces,Libra,Pisces ,Aquarius,Capricorn,2010-12-03
04-12-2010,Scorpio,Sagittarius,Capricorn,Scorpio,Sagittarius,Pisces,Libra,Pisces ,Aquarius,Capricorn,2010-12-04
05-12-2010,Sagittarius,Sagittarius,Capricorn,Scorpio,Sagittarius,Pisces,Libra,Pisces ,Aquarius,Capricorn,2010-12-05
06-12-2010,Sagittarius,Sagittarius,Capricorn,Scorpio,Sagittarius,Pisces,Libra,Pisces ,Aquarius,Capricorn,2010-12-06
07-12-2010,Sagittarius,Sagittarius,Capricorn,Scorpio,Sagittarius,Pisces,Libra,Pisces,Aquarius,Capricorn,2010-12-07
08-12-2010,Capricorn,Sagittarius,Capricorn,Scorpio,,Pisces,Libra,Pisces,Aquarius,Capricorn,2010-12-08
09-12-2010,Capricorn,Sagittarius,Capricorn,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2010-12-09
10-12-2010,Aquarius,Sagittarius,,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2010-12-10
11-12-2010,Aquarius,Sagittarius,Capricorn,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2010-12-11
12-12-2010,Pisces,Sagittarius,Capricorn,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2010-12-12
13-12-2010,Pisces,Sagittarius,Capricorn,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2010-12-13
14-12-2010,Pisces,Sagittarius,Capricorn,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2010-12-14
15-12-2010,Aries,Sagittarius,Capricorn,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2010-12-15
16-12-2010,Aries,Sagittarius,Capricorn,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2010-12-16
17-12-2010,Taurusu,Sagittarius,Capricorn,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2010-12-17
18-12-2010,Taurusu,Sagittarius,Capricorn ,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2010-12-18
19-12-2010,Taurusu,Sagittarius,Sagittarius ,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2010-12-19
20-12-2010,Gemini,Sagittarius,Sagittarius ,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2010-12-20
21-12-2010,Gemini,Sagittarius,Sagittarius ,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2010-12-21
22-12-2010,Cancer,Sagittarius,Sagittarius ,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2010-12-22
23-12-2010,Cancer,Capricorn,Sagittarius ,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2010-12-23
24-12-2010,Leo,Capricorn,Sagittarius ,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2010-12-24
25-12-2010,Leo,Capricorn,Sagittarius ,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2010-12-25
26-12-2010,Virgo,Capricorn,Sagittarius ,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2010-12-26
27-12-2010,Virgo,Capricorn,Sagittarius ,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2010-12-27
28-12-2010,Libra,Capricorn,Sagittarius ,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2010-12-28
29-12-2010,Libra,Capricorn,Sagittarius ,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2010-12-29
30-12-2010,Scorpio,Capricorn,,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2010-12-30
31-12-2010,Scorpio,Capricorn,Sagittarius,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2010-12-31
01-01-2011,Scorpio,Capricorn,Sagittarius,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2011-01-01
02-01-2011,Sagittarius,Capricorn,Sagittarius,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2011-01-02
03-01-2011,Sagittarius,Capricorn,Sagittarius,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2011-01-03
04-01-2011,Capricorn,Capricorn,Sagittarius,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2011-01-04
05-01-2011,Capricorn,Capricorn,Sagittarius,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2011-01-05
06-01-2011,Aquarius,Capricorn,Sagittarius,Scorpio,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2011-01-06
07-01-2011,Aquarius,Capricorn,Sagittarius,,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2011-01-07
08-01-2011,Aquarius,Capricorn,Sagittarius,Sagittarius,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2011-01-08
09-01-2011,Pisces,Capricorn,Sagittarius,Sagittarius,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2011-01-09
10-01-2011,Pisces,Capricorn,Sagittarius,Sagittarius,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2011-01-10
11-01-2011,Aries,Capricorn,Sagittarius,Sagittarius,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2011-01-11
12-01-2011,Aries,Capricorn,Sagittarius,Sagittarius,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2011-01-12
13-01-2011,Aries,Capricorn,Sagittarius,Sagittarius,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2011-01-13
14-01-2011,Taurusu,Capricorn,Capricorn,Sagittarius,Capricorn,Pisces,Libra,Pisces,Aquarius,Capricorn,2011-01-14
15-01-2011,Taurusu,Capricorn,Capricorn,Sagittarius,,Pisces,Libra,Pisces,Aquarius,Capricorn,2011-01-15
16-01-2011,Gemini,Capricorn,Capricorn,Sagittarius,Aquarius,Pisces,Libra,Pisces,Aquarius,Capricorn,2011-01-16
17-01-2011,Gemini,Capricorn,Capricorn,Sagittarius,Aquarius,Pisces,Libra,Pisces,Aquarius,Capricorn,2011-01-17
18-01-2011,Cancer,Capricorn,Capricorn,Sagittarius,Aquarius,Pisces,Libra,Pisces,Aquarius,Capricorn,2011-01-18
19-01-2011,Cancer,Capricorn,Capricorn,Sagittarius,Aquarius,Pisces,Libra,Pisces,Aquarius,Capricorn,2011-01-19
20-01-2011,Leo,Capricorn,Capricorn,Sagittarius,Aquarius,Pisces,Libra,Pisces,Aquarius,Capricorn,2011-01-20
21-01-2011,Leo,Aquarius,Capricorn,Sagittarius,Aquarius,Pisces,Libra,Pisces,Aquarius,Capricorn,2011-01-21
22-01-2011,Leo,Aquarius,Capricorn,Sagittarius,Aquarius,,Libra,Pisces,Aquarius,Capricorn,2011-01-22
23-01-2011,Virgo,Aquarius,Capricorn,Sagittarius,Aquarius,Aries,Libra,Pisces,Aquarius,Capricorn,2011-01-23
24-01-2011,Virgo,Aquarius,Capricorn,Sagittarius,Aquarius,Aries,Libra,Pisces,Aquarius,Capricorn,2011-01-24
25-01-2011,Libra,Aquarius,Capricorn,Sagittarius,Aquarius,Aries,Libra,Pisces,Aquarius,Capricorn,2011-01-25
26-01-2011,Libra,Aquarius,Capricorn,Sagittarius,Aquarius,Aries,Libra ,Pisces,Aquarius,Capricorn,2011-01-26
27-01-2011,Scorpio,Aquarius,Capricorn,Sagittarius,Aquarius,Aries,Libra ,Pisces,Aquarius,Capricorn,2011-01-27
28-01-2011,Scorpio,Aquarius,Capricorn,Sagittarius,Aquarius,Aries,Libra ,Pisces,Aquarius,Capricorn,2011-01-28
29-01-2011,Sagittarius,Aquarius,Capricorn,Sagittarius,Aquarius,Aries,Libra ,Pisces,Aquarius,Capricorn,2011-01-29
30-01-2011,Sagittarius,Aquarius,Capricorn,Sagittarius,Aquarius,Aries,Libra ,Pisces,Aquarius,Capricorn,2011-01-30
31-01-2011,Capricorn,Aquarius,Capricorn,Sagittarius,Aquarius,Aries,Libra ,Pisces,Aquarius,Capricorn,2011-01-31
01-02-2011,Capricorn,Aquarius,Capricorn,Sagittarius,Aquarius,Aries,Libra ,Pisces,Aquarius,Capricorn,2011-02-01
02-02-2011,Capricorn,Aquarius,Capricorn,Sagittarius,Aquarius,Aries,Libra ,Pisces,Aquarius,Capricorn,2011-02-02
03-02-2011,Aquarius,Aquarius,Capricorn,Sagittarius,Aquarius,Aries,Libra ,Pisces,Aquarius,Capricorn,2011-02-03
04-02-2011,Aquarius,Aquarius,Aquarius,,Aquarius,Aries,Libra ,Pisces,Aquarius,Capricorn,2011-02-04
05-02-2011,Pisces,Aquarius,Aquarius,Capricorn,Aquarius,Aries,Libra ,Pisces,Aquarius,Capricorn,2011-02-05
06-02-2011,Pisces,Aquarius,Aquarius,Capricorn,Aquarius,Aries,Libra ,Pisces,Aquarius,Capricorn,2011-02-06
07-02-2011,Aries,Aquarius,Aquarius,Capricorn,Aquarius,Aries,Libra ,Pisces,Aquarius,Capricorn,2011-02-07
08-02-2011,Aries,Aquarius,Aquarius,Capricorn,Aquarius,Aries,Libra ,Pisces,Aquarius,Capricorn,2011-02-08
09-02-2011,Aries,Aquarius,Aquarius,Capricorn,Aquarius,Aries,Libra ,Pisces,Aquarius,Capricorn,2011-02-09
10-02-2011,Taurusu,Aquarius,Aquarius,Capricorn,Aquarius,Aries,Libra ,Pisces,Aquarius,Capricorn,2011-02-10
11-02-2011,Taurusu,Aquarius,Aquarius,Capricorn,Aquarius,Aries,Libra ,Pisces,Aquarius,Capricorn,2011-02-11
12-02-2011,Gemini,Aquarius,Aquarius,Capricorn,Aquarius,Aries,Libra ,Pisces,Aquarius,Capricorn,2011-02-12
